gene	n_sections_tested	n_sections_fdr_lt_0_05	n_sections_auc_gt_0_60	median_log2fc	max_log2fc	median_auc	max_auc	median_pct_positive_icaf	median_pct_positive_other	min_fdr	top_section	top_section_fdr
HNRNPUL2	8	1	1	-0.027441197663999273	0.5828060325068557	0.48723298441407287	0.6973606605721027	0.379553264604811	0.4664682557201806	1.621828745836308e-05	IU_PDA_T3	1.621828745836308e-05
VPS54	8	1	0	-0.02777732204682813	1.0199420454581865	0.4916568514164812	0.5512139978374128	0.12504625958234206	0.1443790064810073	0.010624256109755483	IU_PDA_T3	0.010624256109755483
SEC24D	8	1	1	-0.0280996465242731	0.2610226459009809	0.5006438700976934	0.6287722402437825	0.15263157894736842	0.17384018077360033	2.1591908469721207e-05	IU_PDA_T3	2.1591908469721207e-05
FDX1	8	1	2	-0.02826478647615674	1.299311511417325	0.4955005190558064	0.642288410498378	0.18205128205128207	0.20126024290313138	2.9119636233916187e-24	IU_PDA_T3	2.9119636233916187e-24
ANKRD52	8	1	1	-0.028391716247211	0.8155931283005002	0.48600851614442864	0.64076476948786	0.11036992116434202	0.160085884746188	7.490288569485244e-07	IU_PDA_T3	7.490288569485244e-07
SOCS5	8	1	1	-0.028405530319229454	1.0767673809262244	0.48253120825888596	0.6253382860175113	0.17914353687549564	0.2244415487714073	0.04722365010612653	IU_PDA_T3	0.04722365010612653
KIF1B	8	1	0	-0.028719088851082514	0.7270057550080196	0.49342621819433374	0.5193420005306447	0.24415807560137456	0.24886640600662438	0.001965066828987171	IU_PDA_T3	0.001965066828987171
STX7	8	1	0	-0.028756634162159345	0.16525639660831068	0.46812978554471263	0.5034601143877637	0.308974358974359	0.34210966456768493	0.011522869475652158	IU_PDA_T3	0.011522869475652158
MED25	8	1	0	-0.02880003603406213	0.2743196877115296	0.48016757149168376	0.5249336073713138	0.16287649080250657	0.22618462828539893	0.03991790507922719	IU_PDA_T3	0.03991790507922719
KMT2A	8	1	0	-0.029137999192649172	0.28140326055892206	0.4799871567771259	0.5451194337953406	0.10240549828178694	0.14951630174869524	0.04932901208251177	IU_PDA_T3	0.04932901208251177
GLT8D2	8	1	1	-0.029187477496357035	1.4738561791378153	0.4903761058350111	0.7214194436252827	0.08758364984626515	0.1521882516318534	0.0003598530654700357	IU_PDA_T3	0.0003598530654700357
UBE2L6	8	1	1	-0.02921370331673981	0.9973248726349478	0.49171235527052337	0.7100904354664308	0.19743589743589746	0.25766677978933084	8.453401763524915e-09	IU_PDA_T3	8.453401763524915e-09
TRGV10	8	1	0	-0.029230712980984952	4.5219404923418836	0.4988787492654031	0.5478376227115946	0.012846946867565424	0.010272872799974946	0.0023401807744711494	IU_PDA_T8	0.0023401807744711494
POLD1	8	1	0	-0.029273065813219045	1.0062941601321456	0.494705908718733	0.5623218323011894	0.060180995475113123	0.08302060746110382	1.8191569237622178e-06	IU_PDA_T3	1.8191569237622178e-06
TGFBR1	8	1	0	-0.029431501014987614	0.8884314245174808	0.5070611647180087	0.5302516465152856	0.19210526315789472	0.17627232445064486	0.0269660210560001	IU_PDA_T3	0.0269660210560001
PMF1	8	1	0	-0.02974105059692283	0.8829639277217146	0.4894017421949197	0.5771650447262361	0.14595767769940315	0.18582976244687283	0.00016529789413749553	IU_PDA_T3	0.00016529789413749553
PTPN1	8	1	1	-0.02979105173418123	1.9366804730621785	0.4996510025748728	0.6079862032369329	0.2501356483993489	0.2194343393316498	0.006043989811018509	IU_PDA_T12	0.006043989811018509
PXN	8	1	0	-0.03019361935391471	0.6078188843309137	0.47556080290327335	0.5339378747665389	0.1715686274509804	0.2712349011955427	1.6255870903220352e-05	IU_PDA_T3	1.6255870903220352e-05
NSMF	8	1	0	-0.03042635539446939	0.5889282403216966	0.48758818138410115	0.5930895507716505	0.23620375985445724	0.2648644349552149	5.049762922349973e-06	IU_PDA_T3	5.049762922349973e-06
ARF4	8	1	1	-0.030766257178313928	0.7953885026556303	0.4836960886972201	0.6251392942425047	0.44234440626193205	0.48394346630876905	0.0005797562899169897	IU_PDA_T3	0.0005797562899169897
NME4	8	1	1	-0.030858675056808293	1.5673295727033278	0.4923639491562386	0.692543988990465	0.24274532264222987	0.36166176617750073	0.00010303792683490732	IU_PDA_T3	0.00010303792683490732
PTAR1	8	1	0	-0.031061197306240088	2.106418929980126	0.5008928662223323	0.5477063213345039	0.1794871794871795	0.17575636674679138	6.993360174840514e-05	IU_PDA_T3	6.993360174840514e-05
TBK1	8	1	1	-0.031163984881123475	0.7275046029047005	0.4849323222540772	0.6505455617811855	0.08686521573119511	0.13940216794385973	0.027781409922273237	IU_PDA_T3	0.027781409922273237
SMIM4	8	1	1	-0.031207799959335942	0.31640622462521517	0.4769360544513259	0.6712621645532292	0.2610729285987018	0.3349076776136503	0.0007188691806697195	IU_PDA_T3	0.0007188691806697195
RSU1	8	1	1	-0.03138476195479528	0.6017035183807588	0.4812364845906302	0.6442543988990465	0.11502481863306606	0.17056763263696353	0.00016682072674868654	IU_PDA_T3	0.00016682072674868654
ATP6V0D1	8	1	1	-0.03169473851388801	0.5953715355242508	0.4791403202597764	0.6720485599134965	0.26055806938159876	0.2905692127597308	1.6744710898342823e-07	IU_PDA_T3	1.6744710898342823e-07
NUCKS1	8	1	0	-0.03199463599486729	1.083007380185161	0.484537159270319	0.5935305092186128	0.4784212654133818	0.6096378371072713	0.00028119730392887513	IU_PDA_T3	0.00028119730392887513
ACBD5	8	1	0	-0.032212323754114223	0.6523933621078821	0.4822150220394912	0.5784429371866706	0.05466630493760173	0.09603684527893872	0.020263983797147733	IU_PDA_T3	0.020263983797147733
CZIB	8	1	1	-0.03221858723575591	1.2058566946760534	0.5002892381040942	0.776688292539074	0.18920377867746288	0.20002773498891516	0.00022397719880896589	IU_PDA_T3	0.00022397719880896589
ABI2	8	1	0	-0.032232798844852445	2.078452527366821	0.4839648208036309	0.5899442823029981	0.11965811965811965	0.12584080883087373	0.03645135305720836	IU_PDA_T3	0.03645135305720836
CPNE8	8	1	0	-0.032306942093407336	1.5593279527475046	0.49444109195058844	0.5289338533009419	0.07556561085972852	0.0942593750355947	0.0003615275568703227	IU_PDA_T3	0.0003615275568703227
SLC30A1	8	1	1	-0.03271064538350465	1.191320774694829	0.4623206326762324	0.6283053179986238	0.12651474045939592	0.22788246311124044	5.654081553554645e-05	IU_PDA_T3	5.654081553554645e-05
ZNF84	8	1	0	-0.03272049378213999	0.5634027454431785	0.5007231050857773	0.5275238376093581	0.07556561085972852	0.07850492815897508	0.0027640192457025568	IU_PDA_T3	0.0027640192457025568
UBR1	8	1	0	-0.03288090432546341	0.13768761299553287	0.47850536993231435	0.5197930859293813	0.14731150192035578	0.22725553275170507	0.023488961758186624	IU_PDA_T3	0.023488961758186624
TMEM30B	8	1	0	-0.033368900475904816	0.2855758915507598	0.4903608002149759	0.5388774206232183	0.07590458863957955	0.12098138680932558	0.00022584835621838265	IU_PDA_T3	0.00022584835621838265
CCDC102A	8	1	1	-0.033727060066177844	1.8556280355806967	0.49292865331147884	0.6746289196893739	0.04487568223165555	0.05511051695797391	0.0346645498385839	IU_PDA_T3	0.0346645498385839
BTBD6	8	1	0	-0.03381701599592938	2.0699626766756265	0.5081657362070509	0.529848766250995	0.1276451437873033	0.12931301623449418	0.0056783844641366136	IU_PDA_T3	0.0056783844641366136
C12orf57	8	1	0	-0.033948963963490064	0.361267828497688	0.4956802439540795	0.586527800022176	0.4562810232913326	0.5450398546325047	0.0011570040350055598	IU_PDA_T12	0.0011570040350055598
ZNF124	8	1	1	-0.03395506858830956	1.2211267473310456	0.4930018260235455	0.6075395655165634	0.05776228016979988	0.08436219928056057	0.015463337246714729	IU_PDA_T3	0.015463337246714729
DYNC1LI2	8	1	1	-0.03403786333560426	0.4652677559736667	0.4715159025882002	0.6109063206527081	0.13252848616386326	0.2279648695263155	0.0005737530723309291	IU_PDA_T3	0.0005737530723309291
TXN2	8	1	0	-0.03416952594096517	0.7472542993515526	0.4965502890955775	0.5508208001572791	0.21941580756013745	0.19042790021999215	0.04374587976373	IU_PDA_T3	0.04374587976373
STBD1	8	1	0	-0.034237435543073666	0.31163916882358556	0.4866144939998858	0.5111966038737066	0.06596616441977267	0.07514303346703499	0.0018944874357884804	IU_PDA_T3	0.0018944874357884804
EARS2	8	1	0	-0.03439026147816354	0.9264269653736098	0.49546328104016024	0.5783937874766539	0.05054189796457838	0.06878278029915058	0.038594417076989254	IU_PDA_T3	0.038594417076989254
SLC66A3	8	1	0	-0.03528521147894237	1.8462198390691054	0.4777608304785652	0.5284068078424128	0.10498281786941581	0.16172427042213133	0.0012174099143280497	IU_PDA_T3	0.0012174099143280497
OSBPL8	8	1	1	-0.03542089590567135	0.9785255972721127	0.49619203828308234	0.7052983387398014	0.18419243986254297	0.1961245666083906	0.010695739723334178	IU_PDA_T3	0.010695739723334178
RGP1	8	1	0	-0.0354752250932671	1.6189966802382572	0.5044108977533117	0.5563747173891674	0.09411764705882353	0.08621788983631826	0.040143336174486954	IU_PDA_T3	0.040143336174486954
CSNK1G2	8	1	1	-0.035593888768975034	1.7159735306604562	0.47165168161147963	0.6383318588420328	0.3658207771609834	0.35179101117050593	2.1457702685208534e-05	IU_PDA_T3	2.1457702685208534e-05
CBY1	8	1	0	-0.03566862588750875	0.9932200747633824	0.5007889050773436	0.564164946426816	0.08359133126934984	0.09421867365979715	0.006984172843201817	IU_PDA_T3	0.006984172843201817
MACO1	8	1	0	-0.03567255414774714	0.925014315602142	0.47968962380842756	0.5149951119629895	0.105119825708061	0.1719824200633731	0.0035667429889496664	IU_PDA_T3	0.0035667429889496664
WAPL	8	1	0	-0.035798118675794154	1.29105856632121	0.4801282582600733	0.5082480813492521	0.05718954248366013	0.15163225417420415	0.012992643248606429	IU_PDA_T3	0.012992643248606429
HLA-DMA	8	1	1	-0.035877693710277714	1.4615692748398195	0.5050776768247426	0.7736164356630296	0.3111874761359298	0.3297031598758947	2.7695889758394825e-06	IU_PDA_T3	2.7695889758394825e-06
PPP1R9A	8	1	0	-0.035882090674560954	0.670339714622904	0.4963964782563196	0.5794750810970215	0.05958156458459673	0.06428336259877085	0.007247320238093876	IU_PDA_T12	0.007247320238093876
PGAP3	8	1	0	-0.035945318143901256	1.6924350993864303	0.48430422882629454	0.5311532507739938	0.0796325667459688	0.10615813422336812	0.0013911969469409696	IU_PDA_T3	0.0013911969469409696
RPUSD4	8	1	0	-0.036015486289123	2.9256437204696844	0.4939672803654406	0.5600159193420006	0.08575498575498575	0.08425745461462185	0.004072158188483874	IU_PDA_T3	0.004072158188483874
RBM28	8	1	1	-0.03628510839255031	0.9961581028706069	0.484388636375483	0.6506192863462106	0.062332951508209236	0.12782875637548619	0.031465528128384074	IU_PDA_T3	0.031465528128384074
ETV6	8	1	1	-0.03638539861094654	0.8022385812221433	0.4666128946439616	0.6281578688685737	0.16888225718936517	0.23008668567997598	0.012103309675438231	IU_PDA_T3	0.012103309675438231
USO1	8	1	1	-0.036564028158646844	0.7188860929165963	0.4774050457955523	0.7122530227071661	0.17646048109965637	0.19189697494128244	0.022252549895432447	IU_PDA_T3	0.022252549895432447
WIPI2	8	1	0	-0.03656560444189714	0.7677117999468585	0.4683756783184718	0.5803106261673057	0.1481706084495654	0.2300661935894261	8.908297014873957e-05	IU_PDA_T3	8.908297014873957e-05
TWF1	8	1	1	-0.036879338898457625	1.0003024738509478	0.4862736531854928	0.7496805268848914	0.18082788671023964	0.254731031209282	8.251425188341664e-11	IU_PDA_T3	8.251425188341664e-11
PML	8	1	0	-0.036964634050186254	0.822988819842266	0.48424097452279546	0.5623955568662145	0.28375783303011926	0.4034729586426299	4.47235733477576e-08	IU_PDA_T3	4.47235733477576e-08
HEXB	8	1	0	-0.037224810308268894	1.3777129310193188	0.4754357919634599	0.5907303646908483	0.2282051282051282	0.2919687736877108	1.1331236514133349e-05	IU_PDA_T3	1.1331236514133349e-05
EML3	8	1	0	-0.037390683703885805	0.568931954581964	0.48373380839032487	0.5794750810970215	0.14879725085910653	0.20216268925561326	0.002488531758174922	IU_PDA_T3	0.002488531758174922
DOK1	8	1	1	-0.037446816420330695	0.9835013813488005	0.5066140821006557	0.6040007863953603	0.0796457837694951	0.06922077071597177	0.0035012565899034255	IU_PDA_T3	0.0035012565899034255
VPS25	8	1	1	-0.03752744880426882	0.8400067768036346	0.48493039502800805	0.6002654084340903	0.12134502923976608	0.181226248617935	3.65313888135537e-05	IU_PDA_T3	3.65313888135537e-05
PCTP	8	1	0	-0.03753474538172872	1.4779392127064968	0.5088183978133819	0.5582913239586097	0.07745098039215687	0.06916275216180738	0.01015287603886684	IU_PDA_T3	0.01015287603886684
PDPK1	8	1	1	-0.038173898176489085	1.3544238262705313	0.4891548524258406	0.709623513221272	0.09467353951890034	0.10904674485872884	0.009646661770380151	IU_PDA_T3	0.009646661770380151
KDM2A	8	1	1	-0.03819696458486066	1.3762666712844096	0.4940010618376772	0.6111766440578	0.20526315789473684	0.23889066496163683	0.001989346346633956	IU_PDA_T3	0.001989346346633956
COA8	8	1	0	-0.038627482979161284	1.5046678118697054	0.483765780715543	0.5593728497001867	0.08758364984626515	0.1599721740531203	0.0018510929719807495	IU_PDA_T3	0.0018510929719807495
DUT	8	1	1	-0.038663967887238825	0.837029698881242	0.48990512604788095	0.7628280743143615	0.2788659793814433	0.34164930156992246	0.00040118935460394965	IU_PDA_T3	0.00040118935460394965
HNRNPR	8	1	1	-0.03870699919157808	0.8296104262450912	0.4890683089987845	0.6182050525901898	0.42753106000528684	0.48816551527698465	0.009238956159403336	IU_PDA_T3	0.009238956159403336
IPO13	8	1	0	-0.03872827994373841	1.7082732954551771	0.49474837784469594	0.5188243389364002	0.04793028322440087	0.05185938980815983	0.0004244397217878294	IU_PDA_T3	0.0004244397217878294
TRIOBP	8	1	1	-0.03883405518587778	0.9710816109262825	0.4816065581612058	0.6037304629902683	0.2464119668485951	0.37965085774953583	2.1257612159739274e-06	IU_PDA_T3	2.1257612159739274e-06
TAF12	8	1	0	-0.038963056144492705	0.5485262242434611	0.5034970976698472	0.5708738818440972	0.12586571504097277	0.12337374554334492	0.00031967877061374913	IU_PDA_T3	0.00031967877061374913
SDC2	8	1	0	-0.03912695676590748	1.8593522700303253	0.49327224855505547	0.5779251790925976	0.06549423893268647	0.08723769715020646	1.8048073773996076e-09	IU_PDA_T3	1.8048073773996076e-09
C14orf93	8	1	0	-0.03926560957649056	1.815911290944876	0.5088155351597881	0.5454634817654576	0.05761689291101056	0.044049040417440524	0.0011862548232881253	IU_PDA_T3	0.0011862548232881253
ACTR1B	8	1	1	-0.03932769782877285	0.42298980843810985	0.46603669882090887	0.6747026442543989	0.178332429010671	0.3024247570314145	6.726531554351062e-09	IU_PDA_T3	6.726531554351062e-09
TMEM101	8	1	0	-0.03959282102185244	1.3680857117973593	0.489820986988744	0.571906025754448	0.09553264604810996	0.12068288644722946	0.012079711937724297	IU_PDA_T3	0.012079711937724297
ZNF865	8	1	1	-0.0402494350281451	0.5697679752844163	0.4808676095742609	0.6639142829057308	0.09829721362229102	0.11921661250020046	8.788768970336577e-05	IU_PDA_T3	8.788768970336577e-05
ABCC5	8	1	0	-0.04038365370953726	0.8658840258202787	0.4891066628929655	0.5914921851961074	0.12686139747995417	0.20196034278916972	8.425020345703567e-16	IU_PDA_T3	8.425020345703567e-16
EVA1B	8	1	1	-0.04073803227652842	1.737197492194493	0.4819843661985938	0.6807480585864544	0.08436426116838489	0.1342789231587651	9.149319003615839e-08	IU_PDA_T3	9.149319003615839e-08
RTF1	8	1	0	-0.040959998529471575	0.5433023998640687	0.48353403696952957	0.5210378033854467	0.06888544891640866	0.11784052763705621	0.027467663565523673	IU_PDA_T3	0.027467663565523673
R3HCC1	8	1	0	-0.04113131961450395	0.8335033855860641	0.4848708779728358	0.5133832144039289	0.08237877052310041	0.10896219304264654	0.03243916682192343	IU_PDA_T3	0.03243916682192343
SNUPN	8	1	0	-0.041169875049511	0.8395982794877805	0.4921795597568205	0.5665978570726433	0.049511665762344004	0.057255993595741586	0.041219012261776114	IU_PDA_T9	0.041219012261776114
IST1	8	1	0	-0.04124617111324003	1.0211946889741408	0.4832778894251393	0.5769192961761526	0.16578947368421054	0.1888700018713742	0.0015374744632414075	IU_PDA_T3	0.0015374744632414075
LPCAT1	8	1	0	-0.041394745028955376	0.35575237414989164	0.4810813386627235	0.5375503784527671	0.14197865798516912	0.17609623677843206	0.0021894843184150376	IU_PDA_T3	0.0021894843184150376
IFT20	8	1	1	-0.041417635712067365	0.9406760223309499	0.48219240416556214	0.681067531701563	0.1856711915535445	0.21090272609770858	0.014319512491566093	IU_PDA_T3	0.014319512491566093
GRINA	8	1	0	-0.04197564259117504	0.7778356688027493	0.47935063238852327	0.5583407057898359	0.3304123711340206	0.37032216669315576	0.0002707264413618765	IU_PDA_T3	0.0002707264413618765
AVEN	8	1	1	-0.04207011263470824	0.9534129724868742	0.47025473230720716	0.8150496412071169	0.1453799159984727	0.1907084970785769	0.0011361769642017254	IU_PDA_T3	0.0011361769642017254
POP5	8	1	0	-0.042131573940480956	1.88874991296347	0.4929528128504546	0.5620269340410892	0.10709754163362412	0.1118992103174796	0.0004705522577886939	IU_PDA_T3	0.0004705522577886939
LAMC1	8	1	0	-0.042160033095160754	0.9739638682670065	0.48099319164188226	0.5212808464390742	0.36924398625429555	0.4313670404345097	0.027996112501494398	IU_PDA_T3	0.027996112501494398
MAPKAPK3	8	1	0	-0.04273366851032262	1.0324429725991409	0.49912906443017113	0.5415760148580525	0.10933260987520346	0.11185699451011304	0.00013690894432996108	IU_PDA_T3	0.00013690894432996108
SEPTIN5	8	1	0	-0.04293865861716964	0.9182234675126227	0.5011459837795006	0.5377224024378257	0.0796590007930214	0.09066107407594634	0.00010351012609862638	IU_PDA_T3	0.00010351012609862638
ACAA1	8	1	0	-0.04306516026052161	0.8408502626072226	0.49900236177978374	0.5382133450395084	0.20256410256410257	0.19193261496897657	0.00018755470295396437	IU_PDA_T3	0.00018755470295396437
DRAM1	8	1	1	-0.04308502906851002	0.9642440014500251	0.4915351401158127	0.7098692617713556	0.08264604810996565	0.07997547910402954	0.0004882639448597779	IU_PDA_T3	0.0004882639448597779
FZD2	8	1	1	-0.04319589201823729	0.7632559379084533	0.4869254816019497	0.6061633736360955	0.03205823837945379	0.06933090574511883	0.025879174930754353	IU_PDA_T3	0.025879174930754353
WDR48	8	1	0	-0.04331807252294017	3.524744894685519	0.4864278865443068	0.5675510745555851	0.0528827796869034	0.0695081675241122	0.030336457797784416	IU_PDA_T3	0.030336457797784416
SLC25A43	8	1	0	-0.04333000841523851	1.43077458421333	0.49688845506319956	0.5175954592363261	0.04928774928774929	0.08030478174594963	0.00012756737826045996	IU_PDA_T3	0.00012756737826045996
TP53INP1	8	1	0	-0.043330686336992635	1.9459631491661291	0.5027901752895833	0.5155990282572561	0.06787330316742082	0.0756069179441794	0.003159023197779853	IU_PDA_T3	0.003159023197779853
ING1	8	1	0	-0.04376883103478384	1.315723867106283	0.4824845706104711	0.5278795156609627	0.14139084825465725	0.15481090439778433	0.04449890276235328	IU_PDA_T3	0.04449890276235328
KMT5B	8	1	0	-0.0437707552998078	0.8108069466341511	0.48005841441830044	0.5095597687612098	0.15034364261168384	0.19428913070538562	0.020486749825981275	IU_PDA_T3	0.020486749825981275
PAK3	8	1	0	-0.04424387973352005	2.8298245475627573	0.49868180035849224	0.5488486983947073	0.01028284430346286	0.013270721874839124	8.808612163884931e-05	IU_PDA_T12	8.808612163884931e-05
LCORL	8	1	1	-0.044254381182757555	0.4553174987554389	0.49997693635257656	0.6261181559028802	0.07806267806267805	0.09108861506926995	0.013291729183654604	IU_PDA_T3	0.013291729183654604
ETS2	8	1	0	-0.04439225386973671	0.5758658411009742	0.48274058936087444	0.5192297447044283	0.2517543859649123	0.3299761925199902	4.609231356005582e-08	IU_PDA_T3	4.609231356005582e-08
FARS2	8	1	0	-0.044407404235107556	1.145997326800396	0.49691452930454183	0.5385577915376677	0.11010558069381599	0.11038274800906576	0.006458995657380142	IU_PDA_T3	0.006458995657380142
GTF3C5	8	1	0	-0.04467028490322136	1.2434908299971401	0.4935903510301477	0.5775582424063698	0.17285067873303167	0.2587339902512883	3.0705220214889574e-20	IU_PDA_T3	3.0705220214889574e-20
PHF19	8	1	0	-0.045073948604951536	0.6665451258931135	0.5065304208505487	0.551686912491222	0.1936426116838488	0.17821574332597956	0.037278263644036684	IU_PDA_T12	0.037278263644036684
COL15A1	8	1	1	-0.04556608707336776	0.7339201439397939	0.489923496787568	0.6329771834074586	0.23846153846153847	0.26107959838270445	1.4597886859495548e-08	IU_PDA_T12	1.4597886859495548e-08
PPFIA1	8	1	0	-0.045621756213716086	1.5521618213936863	0.4645020005434365	0.5989875159736557	0.18642611683848798	0.25000716919754273	0.0071207570727268785	IU_PDA_T3	0.0071207570727268785
CAPZA2	8	1	1	-0.04568812151586745	0.7617303930147288	0.46613964046291045	0.6699105475277696	0.42014830891662147	0.5175117939416174	3.7163904548976896e-05	IU_PDA_T3	3.7163904548976896e-05
NDUFB2	8	1	0	-0.04570877635050372	0.8374044737428173	0.47168515798570354	0.5257956540825285	0.2535444947209653	0.3038188768192878	0.01266513256668497	IU_PDA_T3	0.01266513256668497
MDH2	8	1	0	-0.04574106767694625	0.5692798901404859	0.4924248429701015	0.5055616984316673	0.24328808446455505	0.301078449217328	1.1592649387418967e-07	IU_PDA_T3	1.1592649387418967e-07
MARK3	8	1	1	-0.04598621386651213	0.9919448310217803	0.4693283394229495	0.6065319964612209	0.2189205579138872	0.29439968271907985	0.00674239302334758	IU_PDA_T3	0.00674239302334758
ENTR1	8	1	0	-0.04641189358256397	0.7786293444248539	0.4825907695478788	0.5354123660670402	0.08525368910450778	0.11162612183529796	0.048169087489320375	IU_PDA_T3	0.048169087489320375
DPM3	8	1	0	-0.046520473193917396	1.3504072465820784	0.49197026627756113	0.5896490710704807	0.11266968325791855	0.11571014051680636	0.0026903326239704267	IU_PDA_T3	0.0026903326239704267
SRSF2	8	1	1	-0.046710249384748895	1.4740650806267677	0.48880596130011345	0.6604802334836827	0.40103092783505156	0.3801920042023912	8.908297014873957e-05	IU_PDA_T3	8.908297014873957e-05
CTSO	8	1	0	-0.0468460640607139	1.4161865933247575	0.48792978996964287	0.5345505981347559	0.12151584574264987	0.11595287600461385	0.02358732066605493	IU_PDA_T3	0.02358732066605493
TMEM115	8	1	0	-0.04712980602743853	1.3872893749334518	0.508153248386182	0.5554900226088666	0.09816422499547839	0.10195607341695302	0.0005406523736652778	IU_PDA_T3	0.0005406523736652778
ODF3B	8	1	0	-0.04713368752926497	1.013431199105554	0.5044711343738095	0.5398358399685442	0.18441295546558706	0.21763370553417244	5.1218498981717714e-14	IU_PDA_T3	5.1218498981717714e-14
RTRAF	8	1	0	-0.04722347438244553	1.2950146033685073	0.49043785741341117	0.5926472033815	0.3388417222559127	0.3902933524055074	0.00010342402004462192	IU_PDA_T3	0.00010342402004462192
SELENOM	8	1	1	-0.0473002271447269	0.799864413437699	0.4637761439493805	0.7457485500835546	0.30889652539137075	0.43173617677368403	3.7243230502456557e-06	IU_PDA_T3	3.7243230502456557e-06
F2R	8	1	0	-0.04730344736201013	0.9349047136129485	0.5036110201191766	0.5432067603160667	0.2619825708061002	0.3017373926454401	2.6682703742776626e-23	IU_PDA_T3	2.6682703742776626e-23
PCGF1	8	1	0	-0.04738467719483033	0.6893311571332784	0.48760087274326724	0.5254561470512141	0.03913707521954944	0.06273607256481419	0.022298048173522957	IU_PDA_T3	0.022298048173522957
TMEM259	8	1	0	-0.047463002267694836	0.3971801785931339	0.4852999744652696	0.5300452693567724	0.4551546391752577	0.47244350457084666	0.03869549318057722	IU_PDA_T3	0.03869549318057722
PNKD	8	1	0	-0.04762951243980576	0.567348650130858	0.48076188726552005	0.5747321340804089	0.09123711340206186	0.1399947757469902	0.013646942619419808	IU_PDA_T3	0.013646942619419808
MPP6	8	1	0	-0.0478300431421871	1.9948071263687273	0.4975472983505696	0.527893961980559	0.042638813528667024	0.06141627342907613	0.01773072493646851	IU_PDA_T3	0.01773072493646851
HES4	8	1	0	-0.04795998410091019	0.14967094481556198	0.46990410128296367	0.5821783151479406	0.18823529411764706	0.24706248170910156	2.8763563972872146e-23	IU_PDA_T3	2.8763563972872146e-23
UBE2J1	8	1	0	-0.04852036845238955	1.1701916779335266	0.48221489302712445	0.5264916936990072	0.10417797069994574	0.13294346483715072	0.007264070896720948	IU_PDA_T3	0.007264070896720948
LZTR1	8	1	0	-0.048573965162192666	0.2144606572796756	0.4900312564944426	0.5807775484124643	0.10498281786941581	0.14216595970307527	0.025531620899588756	IU_PDA_T3	0.025531620899588756
ZNRF1	8	1	0	-0.04860465413891034	1.2025912986729068	0.4931706625419672	0.5271306399292244	0.12420871767046482	0.13360038045068773	0.00015226926972048639	IU_PDA_T3	0.00015226926972048639
NUP93	8	1	0	-0.04869015734394684	0.18810813523452657	0.49041194167977237	0.5172023985058488	0.08313507798043882	0.09621713140374732	0.0004501650978284088	IU_PDA_T3	0.0004501650978284088
PHC2	8	1	0	-0.0489235235101414	0.9211367676785182	0.4882520096300359	0.5999213604639733	0.11872852233676977	0.17279525815129415	0.0008269441711690408	IU_PDA_T3	0.0008269441711690408
HTRA2	8	1	0	-0.0489559223492432	1.0359830533879284	0.5033259288437559	0.539614666273469	0.09123711340206186	0.10016846351269418	0.0010519629204312968	IU_PDA_T3	0.0010519629204312968
TIGAR	8	1	0	-0.04922089277974996	2.426202102682571	0.4901807068497428	0.4962978477004768	0.03274711946634323	0.06842626556377346	0.016880484205959258	IU_PDA_T3	0.016880484205959258
ZHX2	8	1	1	-0.049287638569470084	2.8716959848622596	0.5091648732775061	0.6324223932077474	0.19205656886069256	0.14410877046493842	0.020041182721224595	IU_PDA_T3	0.020041182721224595
TSR3	8	1	1	-0.04973576981009335	1.1088883394036928	0.5002897683053215	0.6045168583505357	0.09639175257731959	0.150399139691902	5.2431063480497086e-08	IU_PDA_T3	5.2431063480497086e-08
LSM8	8	1	1	-0.049836994571509835	0.3080759946754827	0.46751762107410105	0.6651921753661654	0.173949246629659	0.2585514004117023	3.7266768519342416e-06	IU_PDA_T3	3.7266768519342416e-06
STAU2	8	1	1	-0.0499482711830058	0.9082182648763704	0.4983807597808086	0.6105376978275828	0.24885290148448042	0.286197507372808	0.001643007298890725	IU_PDA_T3	0.001643007298890725
NUB1	8	1	0	-0.04999888083341977	2.0258341958611226	0.47997599694471627	0.512393290688097	0.177319587628866	0.21536732651035612	0.00035589730165357824	IU_PDA_T3	0.00035589730165357824
SLC25A11	8	1	1	-0.050054568195125465	1.960132257537421	0.4978928876676315	0.6203184901209083	0.14087481146304676	0.1247501192010878	0.005637868646444419	IU_PDA_T3	0.005637868646444419
BAIAP2	8	1	0	-0.05039772853114015	1.1767095366317841	0.48853034273265533	0.5731839182148826	0.10128205128205128	0.1600627516939975	7.99645669502147e-06	IU_PDA_T3	7.99645669502147e-06
RNF44	8	1	1	-0.050554059600770966	1.3713605055125517	0.4892679333990366	0.6349159539958714	0.1581447963800905	0.18881650979214862	8.946992474245333e-05	IU_PDA_T3	8.946992474245333e-05
NUP62	8	1	1	-0.05111887666917439	0.7403409784358579	0.4781210030992141	0.6200481667158164	0.16125356125356125	0.23744028030650086	3.2367007190886697e-08	IU_PDA_T3	3.2367007190886697e-08
PIDD1	8	1	1	-0.05123757943522359	1.1058800957912729	0.48616737866652227	0.6642583308758478	0.0661059866160246	0.08682554882005666	0.008658598176296635	IU_PDA_T3	0.008658598176296635
ARID4B	8	1	1	-0.051262726710269615	1.3077676915947583	0.49392992634734767	0.6211048854811757	0.10263157894736842	0.14939190519062467	0.0008688889400494459	IU_PDA_T3	0.0008688889400494459
