orig.ident	gene	n_icaf_spots	n_other_spots	mean_normexpr_icaf	mean_normexpr_other	log2fc_icaf_vs_other	pct_positive_icaf	pct_positive_other	delta_pct_positive	auc_icaf_vs_other	mannwhitney_pvalue	mannwhitney_fdr
IU_PDA_T3	KCNB1	582	3772	0.04499073689963036	0.0013674346106182648	5.039061659414912	0.010309278350515464	0.0005302226935312832	0.00977905565698418	0.5048904388640479	2.9355043969655213e-07	2.8193762842138525e-06
IU_PDA_T3	KCNJ15	582	3772	0.09100240717244507	0.17014099786923886	-0.902746833946043	0.018900343642611683	0.056733828207847295	-0.03783348456523561	0.4813608958030414	0.000157475533085879	0.0007950648175805963
IU_PDA_T3	KCNK15	582	3772	0.0608214977676368	0.04125688918191408	0.5599350514541728	0.012027491408934709	0.013785790031813362	-0.0017582986228786533	0.49915865866413034	0.7439197716678024	0.8705661526783511
IU_PDA_T6	KCNAB2	6	3391	0.0	0.1653059536122057	-17.33478788709394	0.0	0.0861102919492775	-0.0861102919492775	0.4569448540253612	0.4530855158726337	1.0
IU_PDA_T6	KCNQ4	6	3391	0.0	0.07423358853050219	-16.179803925888343	0.0	0.038041875552934236	-0.038041875552934236	0.48097906222353287	0.6267741662262714	1.0
IU_PDA_T6	KCNC4	6	3391	0.3790032215273829	0.3909435151479279	-0.04474994947430916	0.16666666666666666	0.19197876732527278	-0.025312100658606118	0.49611717290867985	0.9620466429853678	1.0
IU_PDA_T6	KCND3	6	3391	0.0	0.0903002556507099	-16.462458428257328	0.0	0.04364494249483928	-0.04364494249483928	0.47817752875258035	0.6013789097296519	1.0
IU_PDA_T6	KCNN3	6	3391	0.18950161076369146	0.058019871008135944	1.7075738659182411	0.16666666666666666	0.033028605131229724	0.13363806153543695	0.5663766833775681	0.07022737103109858	0.7115392694560855
IU_PDA_T6	KCNT2	6	3391	0.0	0.024380303383064527	-14.573487631595418	0.0	0.006782659982306104	-0.006782659982306104	0.49660867000884695	0.8407604318303898	1.0
IU_PDA_T6	KCNK1	6	3391	1.1362166602309436	1.4675549410588742	-0.3691762657063285	0.6666666666666666	0.47685048658212914	0.1898161800845375	0.537329204757692	0.7326824769260308	1.0
IU_PDA_T6	KCNS3	6	3391	0.19758940920766646	0.29271821701372563	-0.5670045397691802	0.16666666666666666	0.15216750221173694	0.014499164454929714	0.5039074019463285	0.958001800358671	1.0
IU_PDA_T6	KCNK3	6	3391	0.0	0.03364230619787498	-15.038031868760221	0.0	0.021527572987319374	-0.021527572987319374	0.48923621350634033	0.7170459812846391	1.0
IU_PDA_T6	KCNE4	6	3391	0.385192590957629	0.22992573587834425	0.7444094667302349	0.3333333333333333	0.11412562665880271	0.2192077066745306	0.6039024869753269	0.11126075911882792	0.8788810088286572
IU_PDA_T6	KCNAB1	6	3391	0.0	0.03848435766616508	-15.232022034695861	0.0	0.008552049542907697	-0.008552049542907697	0.49572397522854617	0.8210833491483673	1.0
IU_PDA_T6	KCNMB1	6	3391	0.0	0.10989804674750886	-16.745819346996875	0.0	0.04895311117664406	-0.04895311117664406	0.475523444411678	0.579008061017572	1.0
IU_PDA_T6	KCNK17	6	3391	0.0	0.015624920475745069	-13.931653556631609	0.0	0.00707755824240637	-0.00707755824240637	0.4964612208787968	0.8373104183399922	1.0
IU_PDA_T6	KCND2	6	3391	0.3771047925136539	0.18941186155412584	0.9934350147599819	0.3333333333333333	0.08050722500737245	0.25282610832596086	0.6240538680821783	0.026236569025366932	0.42484247019990096
IU_PDA_T6	KCNMA1	6	3391	0.18950161076369146	0.20446341776564805	-0.10963207335227317	0.16666666666666666	0.10203479799469183	0.06463186867197483	0.5292195026049347	0.6377292985656249	1.0
IU_PDA_T6	KCNA5	6	3391	0.0	0.009457828233173102	-13.207445757138357	0.0	0.0026540843409023885	-0.0026540843409023885	0.4986729578295488	0.901314134215014	1.0
IU_PDA_T6	KCNJ8	6	3391	0.19758940920766646	0.353461265474399	-0.8390432836445829	0.16666666666666666	0.1524624004718372	0.014204266194829451	0.5030472820210361	0.9673257607037998	1.0
IU_PDA_T6	KCNMB4	6	3391	0.0	0.10621905243433284	-16.696696621150526	0.0	0.04364494249483928	-0.04364494249483928	0.47817752875258035	0.6013789097296519	1.0
IU_PDA_T6	KCNJ16	6	3391	0.0	0.07009241106204561	-16.096991213587316	0.0	0.042465349454438216	-0.042465349454438216	0.4787673252727809	0.6065622722938131	1.0
