module	orig.ident	first_type	n_high_spots	n_other_spots	high_neighbor_fraction	other_neighbor_fraction	delta_neighbor_fraction	enrichment_ratio
KCNMA1_KCNMB4	IU_PDA_T6	Normal Epithelial cells	47	3350	0.04822695035460995	0.25816915422885794	-0.209942203874248	0.18711855273195493
KCNMA1_KCNMB4	IU_PDA_T6	iCAF	47	3350	0.0	0.0018706467661691547	-0.0018706467661691547	0.05074476142388285
KCNMA1_KCNMB4	IU_PDA_T6	B cells	47	3350	0.0	0.0	0.0	1.0
KCNMA1_KCNMB4	IU_PDA_T6	DCs	47	3350	0.0	0.0	0.0	1.0
KCNMA1_KCNMB4	IU_PDA_T6	SPP1-TAM	47	3350	0.0	0.0005572139303482587	-0.0005572139303482587	0.15215745647236942
KCNMA1_KCNMB4	IU_PDA_T6	PVL	47	3350	0.0028368794326241132	0.0002189054726368159	0.002617973959987297	9.209247518836923
KCNMA1_KCNMB4	IU_PDA_T6	C1Q-TAM	47	3350	0.0	0.0	0.0	1.0
KCNMA1_KCNMB4	IU_PDA_T6	CD4+ cells	47	3350	0.0	0.0	0.0	1.0
KCNMA1_KCNMB4	IU_PDA_T6	FCN1-TAM	47	3350	0.0	0.0	0.0	1.0
KCNMA1_KCNMB1	IU_PDA_T8	myCAF	35	3744	0.31047619047619046	0.17026353276353318	0.14021265771265728	1.82302036966605
KCNMA1_KCNMB1	IU_PDA_T8	Tumor Epithelial cells	35	3744	0.638095238095238	0.6812678062678023	-0.04317256817256421	0.9366383797775208
KCNMA1_KCNMB1	IU_PDA_T8	Normal Epithelial cells	35	3744	0.005714285714285714	0.12136752136751884	-0.11565323565323313	0.04786699892141283
KCNMA1_KCNMB1	IU_PDA_T8	iCAF	35	3744	0.0019047619047619048	0.002599715099715098	-0.0006949531949531932	0.7425827654827237
KCNMA1_KCNMB1	IU_PDA_T8	B cells	35	3744	0.01904761904761905	0.00820868945868944	0.010838929588929609	2.304529389721502
KCNMA1_KCNMB1	IU_PDA_T8	DCs	35	3744	0.0019047619047619048	0.001103988603988605	0.0008007733007732998	1.665100398891216
KCNMA1_KCNMB1	IU_PDA_T8	SPP1-TAM	35	3744	0.02095238095238095	0.01290954415954426	0.008042836792836692	1.6182258728055574
KCNMA1_KCNMB1	IU_PDA_T8	PVL	35	3744	0.0019047619047619048	0.0002849002849002849	0.00161986161986162	5.208522787353283
KCNMA1_KCNMB1	IU_PDA_T8	C1Q-TAM	35	3744	0.0	0.0016915954415954407	-0.0016915954415954407	0.05581617237815062
KCNMA1_KCNMB1	IU_PDA_T8	CD4+ cells	35	3744	0.0	0.0	0.0	1.0
KCNMA1_KCNMB1	IU_PDA_T8	FCN1-TAM	35	3744	0.0	0.0003027065527065527	-0.0003027065527065527	0.24831977361160243
KCNMA1_KCNMB4	IU_PDA_T8	myCAF	31	3748	0.3247311827956989	0.17029526858769164	0.15443591420800726	1.9063392163880941
KCNMA1_KCNMB4	IU_PDA_T8	Tumor Epithelial cells	31	3748	0.6258064516129032	0.6813233724653106	-0.05551692085240745	0.9185280060888524
