gene	Origin	first_type	n_spots	n_positive	pct_detected	mean_expression_all_spots	mean_positive_expression	median_positive_expression	mean_positive_expression_plot
KCNN4	Pancreas	DCs	226	5	2.21238938053097	0.0265486725663717	1.2	1	1.2
KCNN4	Pancreas	SPP1-TAM	196	15	7.6530612244898	0.102040816326531	1.33333333333333	1	1.33333333333333
KCNN4	Pancreas	PVL	143	1	0.699300699300699	0.00699300699300699	1	1	1
KCNN4	Pancreas	Hepatocytes	0	0	0	0	NA	NA	0
KCNN4	Pancreas	C1Q-TAM	102	4	3.92156862745098	0.0490196078431373	1.25	1	1.25
KCNN4	Pancreas	CD4+ cells	89	3	3.37078651685393	0.0561797752808989	1.66666666666667	2	1.66666666666667
KCNN4	Pancreas	FCN1-TAM	71	1	1.40845070422535	0.0140845070422535	1	1	1
KCNN4	Pancreas	CD8-NK cells	7	1	14.2857142857143	0.142857142857143	1	1	1
KCNN4	Pancreas	Proliferative T cells	4	0	0	0	NA	NA	0
KCNN4	Pancreas	Endothelial cells	1	0	0	0	NA	NA	0
KCNQ4	Normal Pancreas	myCAF	0	0	0	0	NA	NA	0
KCNQ4	Normal Pancreas	Normal Epithelial cells	9707	196	2.01916142989595	0.0207067065004636	1.02551020408163	1	1.02551020408163
KCNQ4	Normal Pancreas	Tumor Epithelial cells	3	0	0	0	NA	NA	0
KCNQ4	Normal Pancreas	iCAF	0	0	0	0	NA	NA	0
KCNQ4	Normal Pancreas	B cells	0	0	0	0	NA	NA	0
KCNQ4	Normal Pancreas	DCs	0	0	0	0	NA	NA	0
KCNQ4	Normal Pancreas	SPP1-TAM	0	0	0	0	NA	NA	0
KCNQ4	Normal Pancreas	PVL	0	0	0	0	NA	NA	0
KCNQ4	Normal Pancreas	Hepatocytes	108	3	2.77777777777778	0.0277777777777778	1	1	1
KCNQ4	Normal Pancreas	C1Q-TAM	1	0	0	0	NA	NA	0
KCNQ4	Normal Pancreas	CD4+ cells	0	0	0	0	NA	NA	0
KCNQ4	Normal Pancreas	FCN1-TAM	0	0	0	0	NA	NA	0
KCNQ4	Normal Pancreas	CD8-NK cells	0	0	0	0	NA	NA	0
KCNQ4	Normal Pancreas	Proliferative T cells	0	0	0	0	NA	NA	0
KCNQ4	Normal Pancreas	Endothelial cells	1	0	0	0	NA	NA	0
KCNQ4	Pancreas	myCAF	21770	440	2.02112999540652	0.0212218649517685	1.05	1	1.05
KCNQ4	Pancreas	Normal Epithelial cells	3002	158	5.26315789473684	0.0599600266489007	1.13924050632911	1	1.13924050632911
KCNQ4	Pancreas	Tumor Epithelial cells	8260	272	3.29297820823245	0.035956416464891	1.09191176470588	1	1.09191176470588
KCNQ4	Pancreas	iCAF	1113	15	1.34770889487871	0.0134770889487871	1	1	1
KCNQ4	Pancreas	B cells	474	2	0.421940928270042	0.00421940928270042	1	1	1
KCNQ4	Pancreas	DCs	226	0	0	0	NA	NA	0
KCNQ4	Pancreas	SPP1-TAM	196	3	1.53061224489796	0.0153061224489796	1	1	1
KCNQ4	Pancreas	PVL	143	7	4.89510489510489	0.048951048951049	1	1	1
KCNQ4	Pancreas	Hepatocytes	0	0	0	0	NA	NA	0
KCNQ4	Pancreas	C1Q-TAM	102	1	0.980392156862745	0.00980392156862745	1	1	1
KCNQ4	Pancreas	CD4+ cells	89	0	0	0	NA	NA	0
KCNQ4	Pancreas	FCN1-TAM	71	0	0	0	NA	NA	0
KCNQ4	Pancreas	CD8-NK cells	7	0	0	0	NA	NA	0
KCNQ4	Pancreas	Proliferative T cells	4	0	0	0	NA	NA	0
KCNQ4	Pancreas	Endothelial cells	1	0	0	0	NA	NA	0
KCNS3	Normal Pancreas	myCAF	0	0	0	0	NA	NA	0
KCNS3	Normal Pancreas	Normal Epithelial cells	9707	1043	10.7448233233749	0.120325538271351	1.11984659635666	1	1.11984659635666
KCNS3	Normal Pancreas	Tumor Epithelial cells	3	0	0	0	NA	NA	0
KCNS3	Normal Pancreas	iCAF	0	0	0	0	NA	NA	0
KCNS3	Normal Pancreas	B cells	0	0	0	0	NA	NA	0
KCNS3	Normal Pancreas	DCs	0	0	0	0	NA	NA	0
KCNS3	Normal Pancreas	SPP1-TAM	0	0	0	0	NA	NA	0
KCNS3	Normal Pancreas	PVL	0	0	0	0	NA	NA	0
KCNS3	Normal Pancreas	Hepatocytes	108	41	37.962962962963	0.509259259259259	1.34146341463415	1	1.34146341463415
KCNS3	Normal Pancreas	C1Q-TAM	1	0	0	0	NA	NA	0
KCNS3	Normal Pancreas	CD4+ cells	0	0	0	0	NA	NA	0
KCNS3	Normal Pancreas	FCN1-TAM	0	0	0	0	NA	NA	0
KCNS3	Normal Pancreas	CD8-NK cells	0	0	0	0	NA	NA	0
KCNS3	Normal Pancreas	Proliferative T cells	0	0	0	0	NA	NA	0
KCNS3	Normal Pancreas	Endothelial cells	1	0	0	0	NA	NA	0
KCNS3	Pancreas	myCAF	21770	3082	14.1570969223702	0.167661920073496	1.18429591174562	1	1.18429591174562
KCNS3	Pancreas	Normal Epithelial cells	3002	657	21.8854097268488	0.262491672218521	1.19939117199391	1	1.19939117199391
KCNS3	Pancreas	Tumor Epithelial cells	8260	844	10.2179176755448	0.116222760290557	1.13744075829384	1	1.13744075829384
KCNS3	Pancreas	iCAF	1113	86	7.72686433063792	0.105121293800539	1.36046511627907	1	1.36046511627907
KCNS3	Pancreas	B cells	474	13	2.74261603375527	0.0274261603375527	1	1	1
KCNS3	Pancreas	DCs	226	14	6.19469026548673	0.0663716814159292	1.07142857142857	1	1.07142857142857
KCNS3	Pancreas	SPP1-TAM	196	20	10.2040816326531	0.13265306122449	1.3	1	1.3
KCNS3	Pancreas	PVL	143	18	12.5874125874126	0.167832167832168	1.33333333333333	1	1.33333333333333
KCNS3	Pancreas	Hepatocytes	0	0	0	0	NA	NA	0
KCNS3	Pancreas	C1Q-TAM	102	6	5.88235294117647	0.0686274509803922	1.16666666666667	1	1.16666666666667
KCNS3	Pancreas	CD4+ cells	89	3	3.37078651685393	0.0337078651685393	1	1	1
KCNS3	Pancreas	FCN1-TAM	71	3	4.22535211267606	0.0422535211267606	1	1	1
KCNS3	Pancreas	CD8-NK cells	7	1	14.2857142857143	0.142857142857143	1	1	1
KCNS3	Pancreas	Proliferative T cells	4	0	0	0	NA	NA	0
KCNS3	Pancreas	Endothelial cells	1	0	0	0	NA	NA	0
KCNT2	Normal Pancreas	myCAF	0	0	0	0	NA	NA	0
KCNT2	Normal Pancreas	Normal Epithelial cells	9707	33	0.339960852992686	0.00350262697022767	1.03030303030303	1	1.03030303030303
KCNT2	Normal Pancreas	Tumor Epithelial cells	3	0	0	0	NA	NA	0
KCNT2	Normal Pancreas	iCAF	0	0	0	0	NA	NA	0
KCNT2	Normal Pancreas	B cells	0	0	0	0	NA	NA	0
KCNT2	Normal Pancreas	DCs	0	0	0	0	NA	NA	0
KCNT2	Normal Pancreas	SPP1-TAM	0	0	0	0	NA	NA	0
KCNT2	Normal Pancreas	PVL	0	0	0	0	NA	NA	0
KCNT2	Normal Pancreas	Hepatocytes	108	0	0	0	NA	NA	0
KCNT2	Normal Pancreas	C1Q-TAM	1	0	0	0	NA	NA	0
KCNT2	Normal Pancreas	CD4+ cells	0	0	0	0	NA	NA	0
KCNT2	Normal Pancreas	FCN1-TAM	0	0	0	0	NA	NA	0
KCNT2	Normal Pancreas	CD8-NK cells	0	0	0	0	NA	NA	0
KCNT2	Normal Pancreas	Proliferative T cells	0	0	0	0	NA	NA	0
KCNT2	Normal Pancreas	Endothelial cells	1	0	0	0	NA	NA	0
KCNT2	Pancreas	myCAF	21770	190	0.872760679834635	0.00877354157096922	1.00526315789474	1	1.00526315789474
KCNT2	Pancreas	Normal Epithelial cells	3002	21	0.699533644237175	0.00699533644237175	1	1	1
KCNT2	Pancreas	Tumor Epithelial cells	8260	44	0.532687651331719	0.00532687651331719	1	1	1
KCNT2	Pancreas	iCAF	1113	8	0.718778077268643	0.00808625336927224	1.125	1	1.125
KCNT2	Pancreas	B cells	474	2	0.421940928270042	0.00421940928270042	1	1	1
KCNT2	Pancreas	DCs	226	1	0.442477876106195	0.00442477876106195	1	1	1
KCNT2	Pancreas	SPP1-TAM	196	0	0	0	NA	NA	0
KCNT2	Pancreas	PVL	143	1	0.699300699300699	0.00699300699300699	1	1	1
KCNT2	Pancreas	Hepatocytes	0	0	0	0	NA	NA	0
KCNT2	Pancreas	C1Q-TAM	102	0	0	0	NA	NA	0
KCNT2	Pancreas	CD4+ cells	89	0	0	0	NA	NA	0
KCNT2	Pancreas	FCN1-TAM	71	0	0	0	NA	NA	0
KCNT2	Pancreas	CD8-NK cells	7	0	0	0	NA	NA	0
KCNT2	Pancreas	Proliferative T cells	4	0	0	0	NA	NA	0
KCNT2	Pancreas	Endothelial cells	1	0	0	0	NA	NA	0
