target_gene	gene	n_sections_tested	n_sections_delta_gt_0	n_sections_delta_lt_0	mean_delta	median_delta	wilcox_p	wilcox_fdr
KCNE4	SPARC	10	9	1	0.175301151859288	0.157805144055336	0.0144328239388418	0.161099033531638
KCNE4	AEBP1	10	9	1	0.17006244933261	0.11334912097452	0.00804523748656169	0.161099033531638
KCNE4	RARRES2	10	7	3	0.165535565728165	0.0939584626744944	0.0527870006322246	0.259297806641929
KCNE4	SERPINE1	10	8	2	0.152535418677385	0.161795459380324	0.0144328239388418	0.161099033531638
KCNE4	C1R	10	8	2	0.146510816818761	0.140505554566267	0.0190588916017305	0.185418966544462
KCNE4	SFRP2	10	8	2	0.131838005400411	0.138133939188125	0.0665457213437161	0.26700669760608
KCNE4	COL6A3	10	8	2	0.128631666934169	0.125583960638441	0.0190588916017305	0.185418966544462
KCNE4	THBS2	10	9	1	0.128212636503409	0.138231344221117	0.0144328239388418	0.161099033531638
KCNE4	FBLN2	10	8	2	0.124442722927325	0.0884209355045513	0.0527870006322246	0.259297806641929
KCNE4	IGFBP4	10	8	2	0.123313862343791	0.0935923295238821	0.0323129112432441	0.221433270391252
KCNE4	COL11A1	10	10	0	0.122249848482732	0.118480564188555	0.00592153702414871	0.161099033531638
KCNE4	LUM	10	9	1	0.121706635669035	0.0519954070128174	0.00804523748656169	0.161099033531638
KCNE4	ACTA2	10	8	2	0.11978862487382	0.134772470942523	0.0831311427008039	0.277717362006007
KCNE4	C3	10	9	1	0.118515129224659	0.140556142201653	0.0108269212771313	0.161099033531638
KCNE4	BGN	10	6	4	0.116918539424406	0.0838183302867432	0.102917539402853	0.295871020799726
KCNE4	DUSP1	10	8	2	0.11277796377873	0.118829503689918	0.0323129112432441	0.221433270391252
KCNE4	LMCD1	10	9	1	0.112285339050663	0.13257288399799	0.0414910873877316	0.23089889076632
KCNE4	PCOLCE	10	8	2	0.112197976849029	0.0468879837383439	0.0527870006322246	0.259297806641929
KCNE4	FLNA	10	10	0	0.111352718702719	0.083893226344763	0.00592153702414871	0.161099033531638
KCNJ15	KCNJ15	9	9	0	0.92823834284372	0.897701382115957	0.00915168885265007	0.580666975927265
KCNJ15	ELF3	9	8	1	0.187345738461929	0.152665829507629	0.0178171887595787	0.604643067367298
KCNJ15	LCN2	9	6	3	0.17954023970816	0.133074339095905	0.123534253752569	0.672084709100861
KCNJ15	WFDC2	9	8	1	0.168140892389328	0.162406041389431	0.0243902414330541	0.604643067367298
KCNJ15	SPINT2	9	7	2	0.167033761843559	0.0979326743739924	0.0580240199462214	0.643209163374346
KCNJ15	KRT8	9	7	2	0.157240182337089	0.0978554427243992	0.123534253752569	0.672084709100861
KCNJ15	OLFM4	9	7	2	0.146559116778582	0.0476139572374996	0.0755605675259413	0.672084709100861
KCNJ15	CYP3A5	9	6	3	0.139485718265054	0.107519740438896	0.0580240199462214	0.643209163374346
KCNJ15	MUC1	9	5	4	0.133836174282454	0.114626633558473	0.343252562436031	0.839001670220211
KCNJ15	REG1A	9	5	4	0.133376659967891	0.02458598973781	0.155131568727114	0.694300958743689
KCNJ15	CTRB1	9	3	5	0.132639404703375	-0.00112030253149841	0.726286148878805	0.969674283139587
