orig.ident	contrast	contrast_labels	gene	n_inside	n_outside	n_inside_positive	n_outside_positive	pct_inside_positive	pct_outside_positive	delta_pct_positive	mean_expression_inside	mean_expression_outside	mean_positive_expression_inside	mean_positive_expression_outside	log2fc_mean_expression	auc	wilcoxon_p	wilcoxon_fdr
IU_PDA_T12	CC1_CC5	CC1,CC5	KCNAB2	2790	852	1018	310	36.4874551971326	36.3849765258216	0.102478671311026	0.503584229390681	0.507042253521127	1.38015717092338	1.39354838709677	-0.00331417828582905	0.500768379692732	0.936351466741504	0.936351466741504
IU_PDA_T2	CC1_CC5	CC1,CC5	KCNK1	822	3296	80	489	9.7323600973236	14.8361650485437	-5.10380495122009	0.105839416058394	0.16868932038835	1.0875	1.13701431492843	-0.0797495601478167	0.474246044752321	0.000131398338302586	0.00315356011926206
IU_PDA_T2	CC1_CC5	CC1,CC5	KCNN4	822	3296	111	619	13.5036496350365	18.7803398058252	-5.27669017078875	0.153284671532847	0.225121359223301	1.13513513513514	1.19870759289176	-0.0871760029316788	0.472875401577965	0.000279610183852927	0.00335532220623512
IU_PDA_T2	CC1_CC5	CC1,CC5	KCNE4	822	3296	57	161	6.93430656934307	4.88470873786408	2.04959783147899	0.0705596107055961	0.0506674757281553	1.01754385964912	1.03726708074534	0.0270589848289667	0.510214585843196	0.0192908836836973	0.134936932691447
IU_PDA_T2	CC1_CC5	CC1,CC5	KCNK3	822	3296	17	120	2.06812652068127	3.64077669902913	-1.57265017834786	0.0218978102189781	0.0373179611650485	1.05882352941176	1.025	-0.0216072462657363	0.49214948296837	0.0247454294090083	0.134936932691447
IU_PDA_T2	CC1_CC5	CC1,CC5	KCNMB1	822	3296	23	54	2.79805352798054	1.63834951456311	1.15970401341743	0.0279805352798054	0.0163834951456311	1	1	0.0163680944385852	0.505798520067087	0.0281118609773847	0.134936932691447
IU_PDA_T2	CC1_CC5	CC1,CC5	KCND3	822	3296	9	72	1.09489051094891	2.18446601941748	-1.08957550846857	0.0109489051094891	0.0221480582524272	1	1.01388888888889	-0.0158941028498773	0.494550461519382	0.0441180627517119	0.176472251006847
IU_PDA_T2	CC1_CC5	CC1,CC5	KCNT2	822	3296	1	18	0.121654501216545	0.546116504854369	-0.424462003637824	0.00121654501216545	0.00546116504854369	1	1	-0.00610332329829062	0.497877689981811	0.108194734590626	0.362525581878545
IU_PDA_T2	CC1_CC5	CC1,CC5	KCNK6	822	3296	61	299	7.42092457420925	9.07160194174757	-1.65067736753833	0.0766423357664234	0.0995145631067961	1.0327868852459	1.09698996655518	-0.0303276515743398	0.491574060130395	0.126085621374406	0.362525581878545
IU_PDA_T2	CC1_CC5	CC1,CC5	KCNMB4	822	3296	31	165	3.7712895377129	5.00606796116505	-1.23477842345215	0.0389294403892944	0.0527912621359223	1.03225806451613	1.05454545454545	-0.0191217443435975	0.493810605792172	0.135947093204454	0.362525581878545
IU_PDA_T2	CC1_CC5	CC1,CC5	KCNJ15	822	3296	88	408	10.705596107056	12.378640776699	-1.67304466964307	0.118004866180049	0.139259708737864	1.10227272727273	1.125	-0.0271701976110641	0.491571660997331	0.184449770692165	0.421487088316831
IU_PDA_T2	CC1_CC5	CC1,CC5	KCNQ4	822	3296	6	42	0.72992700729927	1.27427184466019	-0.544344837360924	0.0072992700729927	0.0130461165048544	1	1.02380952380952	-0.00820747706225473	0.497277168521012	0.193181582145214	0.421487088316831
IU_PDA_T2	CC1_CC5	CC1,CC5	KCND2	822	3296	23	70	2.79805352798054	2.12378640776699	0.674267120213545	0.0279805352798054	0.0221480582524272	1	1.04285714285714	0.00820876154932466	0.503358601740959	0.246241841452698	0.492483682905397
