target_gene	orig.ident	view	value	p_value	abs_fraction
KCND2	IU_PDA_T12	para_ct	0.199552992976488	2.50304802484891e-06	0.476862969421679
KCND2	IU_PDA_T2	intra	-0.0155265600328856	0.603730194809586	0.459609157006823
KCND2	IU_PDA_T2	juxta_ct	-0.0131512410094889	0.596617099714159	0.38929619833128
KCND2	IU_PDA_T2	para_ct	-0.00510429358341882	0.762806456933438	0.151094644661897
KCND2	IU_PDA_T3	intra	-0.109765714858171	0.0970593436813589	0.14970072159788
KCND2	IU_PDA_T3	juxta_ct	0.309871145063085	1.84631945288061e-08	0.422608590289265
KCND2	IU_PDA_T3	para_ct	0.313597513878353	5.45785638905727e-13	0.427690688112855
KCND2	IU_PDA_T4	intra	0.0346132318578949	0.323645381387395	0.425038339188578
KCND2	IU_PDA_T4	juxta_ct	-0.0029482176983925	0.932193626307863	0.0362030786155931
KCND2	IU_PDA_T4	para_ct	0.0438741026434823	0.169460107982268	0.538758582195828
KCND2	IU_PDA_T6	intra	0.12810269448501	0.3298192001344	0.361786185198516
KCND2	IU_PDA_T6	juxta_ct	0.0435051964748377	0.668489060099752	0.12286688529245
KCND2	IU_PDA_T6	para_ct	0.182476094902461	3.57230459757663e-05	0.515346929509034
KCND2	IU_PDA_T8	intra	-0.00729218573011846	0.365523371054868	0.440213126335544
KCND2	IU_PDA_T8	juxta_ct	-0.00332106815680609	0.676365008094756	0.20048554030141
KCND2	IU_PDA_T8	para_ct	0.00595187171671346	0.192880553268281	0.359301333363045
KCND2	IU_PDA_T9	intra	-6.54604234962486e-05	0.747635213845659	0.687866180194543
KCND2	IU_PDA_T9	juxta_ct	-1.5162707783175e-05	0.926268489340667	0.159331598042844
KCND2	IU_PDA_T9	para_ct	1.45413431213022e-05	0.911026374833365	0.152802221762613
KCND3	IU_PDA_T1	intra	0.0663466273212121	0.111581815474932	0.373644823738291
KCND3	IU_PDA_T1	juxta_ct	0.0483480069823001	0.267905586380323	0.272281851789375
KCND3	IU_PDA_T1	para_ct	0.0628713939299814	0.107241538739707	0.354073324472334
KCND3	IU_PDA_T10	intra	-0.0509459914732712	0.474466692601135	0.256086079727348
