target_gene	orig.ident	intra.RMSE	intra.R2	multi.RMSE	multi.R2	p.RMSE	p.R2	gain.RMSE	gain.R2
KCNMA1	IU_PDA_T10	0.168644375548154	0	0.168609304420703	0.0387634969987838	0.498988888459223	0.183881943145272	-3.50711274510196e-05	0.0387634969987838
KCNMA1	IU_PDA_T11	0.4518684362348	6.1201018296841	0.441045321127668	10.5441143094751	0.0956646831119226	0.0555022108334156	-0.010823115107132	4.424012479791
KCNMA1	IU_PDA_T12	0.451722062364926	2.35804557853704	0.445738351511434	4.92492017562234	0.220427120502518	0.00187860666934704	-0.00598371085349203	2.5668745970853
KCNMA1	IU_PDA_T2	0.216380966706581	0.137722510773401	0.216402723366059	0.138042171941142	0.500689605448661	0.499170227309363	2.17566594780116e-05	0.000319661167740987
KCNMA1	IU_PDA_T3	0.283576931332118	0.922371325190974	0.283392598223609	1.01666376611194	0.49218264332168	0.426997918986434	-0.000184333108508961	0.094292440920966
KCNMA1	IU_PDA_T4	0.142046072017044	0.82044520159432	0.140933099920969	2.11689729163111	0.448933357442882	0.0872852629956819	-0.001112972096075	1.29645209003679
KCNMA1	IU_PDA_T6	0.222165035530302	1.77720814445791	0.220657193002564	3.11614049277882	0.282801776876566	0.0356297692591344	-0.001507842527738	1.33893234832091
KCNMA1	IU_PDA_T8	0.172659258542877	0.450351142889904	0.172558196136653	0.429373782051641	0.493678238244054	0.540273265879014	-0.000101062406224012	-0.020977360838263
KCNMA1	IU_PDA_T9	0.357948737807979	1.34695217968978	0.356196898338116	2.31130075727364	0.266276380188983	0.0289635343511841	-0.00175183946986296	0.96434857758386
KCNMB1	IU_PDA_T1	0.120294865876987	0	0.120223638535546	0.131275906799984	0.497313320566221	0.0896370120414988	-7.12273414409936e-05	0.131275906799984
KCNMB1	IU_PDA_T10	0.0831868778351892	0	0.0831800079703958	0.00193312392068545	0.499696668315288	0.0890359908658744	-6.86986479339624e-06	0.00193312392068545
KCNMB1	IU_PDA_T11	0.310577385868812	4.08617350714978	0.304724444039606	7.64415701524005	0.179941282625976	0.0622766925745537	-0.00585294182920598	3.55798350809027
KCNMB1	IU_PDA_T12	0.31253473849287	0.370009359484804	0.311161031343088	1.10726472133959	0.4315060260124	0.0716351288809731	-0.00137370714978202	0.737255361854786
