pathway	pval	padj	log2err	ES	NES	size	leadingEdge	module	components
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.0237498893078663	0.0659719147440731	0.352487857583619	-0.484853368636562	-1.3867149792484	93	LY6E;LGALS3BP;IFI27;PLSCR1;NCOA7;PSME1;IFIH1;IFITM2;TXNIP;OAS1;OASL;PSMB8;PSMB9;IFITM1;HLA-C;SAMD9L;CD47;TAP1;IRF2;TRIM21;PARP14;IRF1;PARP12;ELF1;PSME2;ISG20;TENT5A;CASP8;USP18;DDX60;SAMD9;IFI35	KCNMA1_KCNMB4	KCNMA1+KCNMB4
HALLMARK_PANCREAS_BETA_CELLS	0.027456959314188	0.0722551560899685	0.352487857583619	0.569872275875494	1.55981584671873	39	INS;AKT3;MAFB;ABCC8;NKX2-2;G6PC2;SST;NEUROD1;SCGN;FOXO1;PCSK1;INSM1;PAX6;DPP4;NKX6-1;LMO2;ISL1;CHGA;IAPP;PCSK2	KCNMA1_KCNMB4	KCNMA1+KCNMB4
HALLMARK_IL2_STAT5_SIGNALING	0.0338164251207729	0.0845410628019324	0.271288554688953	-0.414866300322647	-1.30086812208403	195	MUC1;PLEC;PLSCR1;DHRS3;ANXA4;SPP1;GPX4;BCL2L1;SERPINB6;MYC;TNFRSF21;CAPG;SYNGR2;SLC1A5;BHLHE40;KLF6;CD44;TGM2;NFKBIZ;CDCP1;ITGA6;PHLDA1;CA2;NCOA3;ARL4A;HK2;MYO1E;FURIN;NRP1;CCND3	KCNMA1_KCNMB4	KCNMA1+KCNMB4
HALLMARK_ADIPOGENESIS	0.0357142857142857	0.0850340136054422	0.266350657088526	-0.420553144345981	-1.31211274439019	185	TOB1;GPX4;REEP5;ETFB;SLC1A5;TKT;PIM3;CD151;COX6A1;MDH2;RIOK3;BCL2L13;PFKFB3;SOD1;COX8A;YWHAG;CMPK1;COL4A1;CMBL;APLP2;SCP2;COX7B;ARL4A;RAB34;PPARG;POR;DLD;PFKL;SLC27A1;SAMM50;ADIPOR2;NABP1;FAH;DNAJB9;SDHB;MCCC1;ATL2;NDUFAB1;MGLL;DECR1;PLIN2;CYC1;DRAM2;SLC25A10;C3;ACLY;ALDH2;SNCG;DHCR7;DGAT1;UBQLN1;GADD45A;NDUFS3;ECHS1;ECH1;DDT;UCP2;NMT1;ADCY6;BAZ2A;ELOVL6;PREB	KCNMA1_KCNMB4	KCNMA1+KCNMB4
HALLMARK_MYC_TARGETS_V2	0.0401188707280832	0.0851935019346441	0.276500599254472	-0.539996821279378	-1.42659370915283	53	HSPE1;HSPD1;MYC;TMEM97;CBX3;PA2G4;HK2;WDR74;LAS1L;IMP4;FARSA;WDR43;UNG;EXOSC5;PPRC1;TCOF1;PUS1;DCTPP1;MCM4;NOP56;RCL1	KCNMA1_KCNMB4	KCNMA1+KCNMB4
HALLMARK_COAGULATION	0.042596750967322	0.0851935019346441	0.321775918075361	0.418750844255376	1.41046615377959	130	FN1;THBS1;SPARC;TIMP3;CTSK;HTRA1;A2M;MMP2;CTSB;C1S;MMP11;SERPINE1;PECAM1;C1QA;TIMP1;CLU;GSN;PLAU;VWF;LRP1;MMP9;APOC1;FBN1;SERPING1;DUSP14;BMP1;CPQ;FYN;C1R	KCNMA1_KCNMB4	KCNMA1+KCNMB4
HALLMARK_ANDROGEN_RESPONSE	0.0411522633744856	0.0851935019346441	0.261663521711573	-0.47438223772514	-1.35745158078529	94	KRT8;SAT1;ABHD2;PMEPA1;AZGP1;IDI1;UBE2I;CCND1;TPD52;DBI;DHCR24;ZMIZ1;MYL12A;MAP7;RAB4A;ANKH;PA2G4;TMPRSS2;CCND3;TMEM50A;DNAJB9;XRCC5;STK39;INPP4B	KCNMA1_KCNMB4	KCNMA1+KCNMB4
HALLMARK_G2M_CHECKPOINT	0.0384615384615385	0.0851935019346441	0.257206466468838	-0.422851654731538	-1.31282962166893	179	JPT1;SRSF1;SMAD3;MYC;HNRNPD;XPO1;SFPQ;RBM14;NCL;NUMA1;CCND1;BUB3;HMGA1;SMARCC1;UBE2C;SLC38A1;SNRPD1;STIL;KIF5B;MAP3K20;UPF1;INCENP;PRC1;PML;TGFB1;CDKN1B;GSPT1;NSD2;YTHDC1;KPNB1;HIF1A;SMC1A;CUL5;KIF11;ORC5;RAD54L;MCM6;EZH2;SS18;DDX39A;RAD21;TROAP;CHMP1A;CCNF;ATF5;DKC1;MKI67;ATRX;MEIS2;NUP50;TOP2A;CENPA;SLC7A1;LMNB1;MCM2;CHEK1;E2F1;TACC3;PURA;CENPE;DBF4;STMN1;NDC80;RASAL2;NOTCH2;BUB1;SLC12A2	KCNMA1_KCNMB4	KCNMA1+KCNMB4
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.0446096654275093	0.0857878181298256	0.237793834423688	-0.413203788270761	-1.28860004117883	188	SAT1;LAMB3;SDC4;VEGFA;BIRC3;PMEPA1;SMAD3;IER2;CCNL1;IER3;MYC;PPP1R15A;PLAUR;EHD1;EFNA1;BHLHE40;F3;MCL1;ZC3H12A;KLF6;CD44;MAP2K3;IFIH1;PFKFB3;JUN;CLCF1;CCND1;DUSP4;ETS2;IFNGR2;AREG;PHLDA2;PHLDA1;TNFAIP2;KYNU;SQSTM1;NFE2L2;G0S2;JAG1;TRIP10;TNIP1;ZFP36;TAP1;FUT4	KCNMA1_KCNMB4	KCNMA1+KCNMB4
HALLMARK_HYPOXIA	0.0505548705302096	0.0936201306114993	0.222056046145248	-0.408691613714776	-1.27502646462713	190	ANXA2;DDIT4;MIF;SDC4;VEGFA;S100A4;SLC2A1;CP;GPI;IER3;ERO1A;PPP1R15A;PGK1;PLAUR;PRDX5;EFNA1;BHLHE40;F3;HDLBP;ENO1;KLF6;TGM2;PFKFB3;JUN;HS3ST1;MT1E;TPD52;EXT1;PFKP;IGFBP3;IDS;CA12;HK2;HSPA5;ZFP36;PFKL;CASP6;FBP1;ETS1;SELENBP1;ATF3;CDKN1B;LXN;PLIN2	KCNMA1_KCNMB4	KCNMA1+KCNMB4
HALLMARK_KRAS_SIGNALING_UP	0.0627261761158022	0.112011028778218	0.195789002148949	-0.401188928539074	-1.25896781987159	196	PIGR;SOX9;SLPI;JUP;CFB;BIRC3;TSPAN1;SPP1;ANO1;MALL;ERO1A;PPP1R15A;PLAUR;LAPTM5;PLAT;GALNT3;SERPINA3;ANXA10;PRELID3B;HKDC1;IGFBP3;PSMB8;MAP7;IL2RG;ANKH;TSPAN13;DCBLD2;CA2;G0S2;GPRC5B;DUSP6;MPZL2;NRP1;PLEK2;ETS1;FBXO4;USH1C;TFPI;PTGS2	KCNMA1_KCNMB4	KCNMA1+KCNMB4
HALLMARK_NOTCH_SIGNALING	0.078907435508346	0.13151239251391	0.195789002148949	-0.570286171855304	-1.39191958927127	30	PSENEN;TCF7L2;CCND1;APH1A;DTX4;RBX1;LFNG;JAG1;KAT2A	KCNMA1_KCNMB4	KCNMA1+KCNMB4
